,user_id,age,age_range,gender,country_id,date_joined,last_login,salary,seniority,product,created
5234,3278618,51,50-60,m,2.0,2018-11-20 12:01:55,2018-11-20 15:01:56,4.0,5,58,2018-11-20 15:09:52
5235,3278789,21,20-30,m,2.0,2018-11-20 12:17:53,2019-01-31 14:26:39,2.0,2,58,2018-11-20 15:30:06
5236,3278798,25,20-30,m,1.0,2018-11-20 12:19:55,2019-01-05 16:21:31,4.0,0,128,2018-11-20 15:41:03
5237,3278855,34,30-40,f,1.0,2018-11-20 12:27:33,2019-02-02 09:23:16,4.0,2,128,2018-11-20 15:36:51
5238,3278855,34,30-40,f,1.0,2018-11-20 12:27:33,2019-02-02 09:23:16,4.0,2,31,2019-01-01 17:42:46
5239,3278855,34,30-40,f,1.0,2018-11-20 12:27:33,2019-02-02 09:23:16,4.0,2,31,2019-01-17 19:23:27
5240,3279008,29,20-30,f,2.0,2018-11-20 12:48:51,2018-11-20 16:55:31,3.0,1,125,2018-11-20 16:30:19
5241,3279041,25,20-30,m,2.0,2018-11-20 12:53:22,2018-11-20 15:54:49,3.0,0,124,2018-11-20 16:18:32
5242,3279047,32,30-40,m,1.0,2018-11-20 12:53:44,2018-11-30 14:02:12,4.0,3,99,2018-11-28 13:12:18
5243,3279062,40,40-50,f,2.0,2018-11-20 12:57:32,2018-11-20 15:57:33,3.0,5,58,2018-11-20 16:08:56
5244,3279095,23,20-30,m,2.0,2018-11-20 13:01:42,2018-11-30 22:15:45,2.0,4,58,2018-11-20 16:24:54
5245,3279095,23,20-30,m,2.0,2018-11-20 13:01:42,2018-11-30 22:15:45,2.0,4,114,2018-11-20 16:32:17
5246,3279113,60,60-70,m,2.0,2018-11-20 13:00:35,2018-11-22 15:50:29,3.0,5,116,2018-11-22 16:15:33
5247,3279230,34,30-40,f,1.0,2018-11-20 13:18:34,2018-11-20 16:20:59,4.0,2,128,2018-11-20 16:35:11
5248,3279344,22,20-30,m,2.0,2018-11-20 13:32:59,2018-11-20 16:31:13,3.0,0,58,2018-11-20 17:01:07
5249,3279359,20,20-30,m,1.0,2018-11-20 13:31:00,2018-12-27 17:22:36,1.0,0,131,2018-12-27 17:20:47
5250,3279368,29,20-30,m,2.0,2018-11-20 13:34:44,2018-11-20 16:34:44,4.0,1,115,2018-11-20 17:53:22
5251,3279392,25,20-30,m,2.0,2018-11-20 13:36:40,2018-11-20 16:38:00,3.0,5,58,2018-11-20 16:57:59
5252,3279392,25,20-30,m,2.0,2018-11-20 13:36:40,2018-11-20 16:38:00,3.0,5,125,2018-11-20 17:16:00
5253,3279425,53,50-60,f,1.0,2018-11-20 13:41:44,2019-02-06 13:28:23,6.0,0,128,2018-11-20 16:57:24
5254,3279425,53,50-60,f,1.0,2018-11-20 13:41:44,2019-02-06 13:28:23,6.0,0,131,2018-12-29 14:21:01
5255,3279473,37,30-40,f,2.0,2018-11-20 13:45:25,2018-12-13 18:47:15,3.0,2,116,2018-11-20 17:24:35
5256,3279596,27,20-30,m,1.0,2018-11-20 13:57:09,2018-11-20 16:57:10,6.0,5,99,2018-11-20 17:04:38
5257,3279623,27,20-30,m,2.0,2018-11-20 14:01:00,2018-11-24 12:00:12,7.0,1,115,2018-11-24 12:25:54
5258,3279632,33,30-40,m,1.0,2018-11-20 13:59:38,2018-12-22 06:17:29,5.0,2,128,2018-12-20 16:07:57
5259,3279728,21,20-30,m,2.0,2018-11-20 14:14:53,2018-11-20 17:14:54,3.0,1,58,2018-11-20 17:20:41
5260,3279734,30,30-40,m,2.0,2018-11-20 14:15:06,2018-11-20 18:04:01,4.0,1,125,2018-11-20 18:19:39
5261,3279746,28,20-30,m,2.0,2018-11-20 14:16:22,2018-11-20 18:13:31,4.0,2,115,2018-11-20 18:44:50
5262,3279827,27,20-30,f,1.0,2018-11-20 14:28:29,2019-01-20 11:43:07,5.0,2,128,2018-11-20 17:33:37
5263,3279887,28,20-30,m,2.0,2018-11-20 14:31:30,2018-11-20 17:35:11,3.0,1,125,2018-11-20 17:42:05
5264,3279887,28,20-30,m,2.0,2018-11-20 14:31:30,2018-11-20 17:35:11,3.0,1,58,2018-11-20 17:55:32
5265,3279953,29,20-30,f,1.0,2018-11-20 14:39:36,2018-11-21 07:01:09,4.0,0,128,2018-11-21 06:49:29
5266,3280025,33,30-40,m,2.0,2018-11-20 14:44:51,2018-11-20 17:51:03,3.0,0,58,2018-11-20 18:08:01
5267,3280064,29,20-30,f,1.0,2018-11-20 14:49:45,2018-11-22 11:56:20,2.0,5,99,2018-11-20 18:04:03
5268,3280088,44,40-50,m,2.0,2018-11-20 14:52:37,2018-11-20 18:06:25,3.0,5,100,2018-11-20 18:31:30
5269,3280145,24,20-30,m,2.0,2018-11-20 14:59:33,2019-01-11 19:04:56,3.0,2,125,2018-11-20 18:45:07
5270,3280223,31,30-40,m,2.0,2018-11-20 15:09:44,2018-11-20 18:11:58,2.0,2,107,2018-11-20 19:06:03
5271,3280223,31,30-40,m,2.0,2018-11-20 15:09:44,2018-11-20 18:11:58,2.0,2,58,2018-11-20 19:21:25
5272,3280226,25,20-30,m,2.0,2018-11-20 15:07:21,2018-11-20 18:16:39,4.0,3,53,2018-11-20 18:24:37
5273,3280232,25,20-30,m,2.0,2018-11-20 15:09:58,2018-11-20 18:12:27,3.0,0,114,2018-11-20 18:21:27
5274,3280250,27,20-30,m,2.0,2018-11-20 15:08:52,2018-11-20 18:08:53,2.0,2,58,2018-11-20 18:17:40
5275,3280280,25,20-30,m,2.0,2018-11-20 15:16:39,2019-01-11 21:54:30,3.0,0,125,2018-11-20 18:30:52
5276,3280307,31,30-40,m,1.0,2018-11-20 15:17:20,2018-11-20 18:17:21,5.0,1,128,2018-11-20 18:45:02
5277,3280331,25,20-30,m,1.0,2018-11-20 15:21:36,2018-11-24 00:24:07,4.0,0,128,2018-11-21 00:50:18
5278,3280391,33,30-40,m,1.0,2018-11-20 15:25:44,2018-11-20 18:25:44,6.0,0,128,2018-11-20 18:34:41
5279,3280421,26,20-30,m,2.0,2018-11-20 15:28:36,2018-11-20 18:36:29,4.0,1,58,2018-11-20 18:42:22
5280,3280544,48,40-50,f,2.0,2018-11-20 15:39:58,2018-11-20 18:49:18,8.0,5,116,2018-11-20 18:58:40
5281,3280631,21,20-30,m,2.0,2018-11-20 15:51:30,2018-11-20 18:51:30,3.0,2,58,2018-11-20 18:57:45
5282,3280691,40,40-50,m,2.0,2018-11-20 15:58:59,2018-11-25 14:18:06,4.0,4,116,2018-11-20 19:55:26
5283,3280691,40,40-50,m,2.0,2018-11-20 15:58:59,2018-11-25 14:18:06,4.0,4,58,2018-11-25 14:58:25
5284,3280715,31,30-40,f,1.0,2018-11-20 16:02:26,2019-01-15 15:41:25,5.0,2,128,2018-12-07 18:06:00
5285,3280715,31,30-40,f,1.0,2018-11-20 16:02:26,2019-01-15 15:41:25,5.0,2,131,2018-12-07 21:08:11
5286,3280739,35,30-40,f,1.0,2018-11-20 16:06:33,2019-01-20 21:50:04,1.0,0,128,2018-11-20 19:17:39
5287,3280745,28,20-30,f,1.0,2018-11-20 16:05:39,2018-12-05 07:04:44,4.0,5,128,2018-12-05 07:28:23
5288,3280760,43,40-50,f,1.0,2018-11-20 16:09:49,2018-11-21 12:24:36,2.0,5,128,2018-11-21 12:37:07
5289,3280895,29,20-30,m,2.0,2018-11-20 16:21:25,2018-11-20 19:37:31,3.0,1,125,2018-11-20 20:04:48
5290,3280934,31,30-40,f,1.0,2018-11-20 16:24:46,2018-11-22 22:21:25,4.0,2,39,2018-11-20 20:04:25
5291,3280955,47,40-50,m,2.0,2018-11-20 16:27:34,2019-02-02 18:08:11,3.0,5,58,2019-02-02 18:10:15
5292,3280979,32,30-40,m,2.0,2018-11-20 16:28:51,2018-11-20 19:30:57,4.0,5,53,2018-11-20 19:54:41
5293,3281060,25,20-30,m,1.0,2018-11-20 16:40:06,2019-01-30 18:55:04,4.0,0,31,2019-01-30 18:58:23
5294,3281060,25,20-30,m,1.0,2018-11-20 16:40:06,2019-01-30 18:55:04,4.0,0,131,2019-01-30 19:25:34
5295,3281069,33,30-40,m,1.0,2018-11-20 16:41:12,2018-11-20 19:44:25,5.0,0,128,2018-11-20 19:56:03
5296,3281072,25,20-30,m,2.0,2018-11-20 16:44:05,2018-11-20 20:01:37,3.0,3,125,2018-11-20 20:13:09
5297,3281186,33,30-40,m,2.0,2018-11-20 16:52:37,2018-11-26 23:05:24,4.0,3,116,2018-11-20 20:15:38
5298,3281237,26,20-30,m,1.0,2018-11-20 17:00:04,2018-12-05 07:57:09,6.0,5,128,2018-12-05 08:00:35
5299,3281279,54,50-60,m,1.0,2018-11-20 17:07:09,2019-01-05 07:58:58,6.0,5,128,2018-11-20 20:21:21
5300,3281300,50,50-60,m,2.0,2018-11-20 17:10:12,2018-11-20 20:15:50,4.0,5,100,2018-11-20 20:26:09
5301,3281318,58,50-60,f,2.0,2018-11-20 17:14:29,2018-11-20 20:17:15,3.0,5,58,2018-11-20 20:28:34
5302,3281354,61,60-70,m,2.0,2018-11-20 17:16:34,2018-11-28 15:04:43,3.0,3,130,2018-11-28 15:14:20
5303,3281372,23,20-30,m,1.0,2018-11-20 17:20:23,2018-11-20 20:21:16,4.0,0,128,2018-11-20 20:29:32
5304,3281390,30,30-40,m,2.0,2018-11-20 17:22:47,2018-11-20 20:24:09,3.0,3,125,2018-11-20 20:29:01
5305,3281450,32,30-40,m,1.0,2018-11-20 17:25:15,2019-01-05 16:42:13,4.0,2,128,2018-12-05 15:22:26
5306,3281450,32,30-40,m,1.0,2018-11-20 17:25:15,2019-01-05 16:42:13,4.0,2,99,2018-12-06 15:08:04
5307,3281450,32,30-40,m,1.0,2018-11-20 17:25:15,2019-01-05 16:42:13,4.0,2,131,2018-12-18 11:10:24
5308,3281549,63,60-70,m,1.0,2018-11-20 17:35:36,2019-01-22 19:14:57,2.0,0,128,2018-12-06 09:18:31
5309,3281549,63,60-70,m,1.0,2018-11-20 17:35:36,2019-01-22 19:14:57,2.0,0,31,2019-01-05 11:40:37
5310,3281549,63,60-70,m,1.0,2018-11-20 17:35:36,2019-01-22 19:14:57,2.0,0,131,2019-01-20 22:00:49
5311,3281579,28,20-30,m,2.0,2018-11-20 17:41:20,2018-11-20 20:41:21,2.0,0,125,2018-11-20 20:48:30
5312,3281657,26,20-30,f,1.0,2018-11-20 17:47:04,2019-01-23 14:41:56,5.0,5,128,2018-12-14 12:01:49
5313,3281657,26,20-30,f,1.0,2018-11-20 17:47:04,2019-01-23 14:41:56,5.0,5,131,2019-01-23 14:42:52
5314,3281699,21,20-30,m,1.0,2018-11-20 17:50:43,2019-01-05 10:50:02,4.0,0,131,2018-12-31 20:22:37
5315,3281705,37,30-40,m,1.0,2018-11-20 17:53:34,2019-02-04 00:18:30,4.0,2,31,2018-11-27 09:22:25
5316,3281801,31,30-40,f,1.0,2018-11-20 18:03:29,2019-01-30 18:46:46,6.0,1,99,2018-12-13 08:27:14
5317,3281801,31,30-40,f,1.0,2018-11-20 18:03:29,2019-01-30 18:46:46,6.0,1,21,2018-12-21 00:44:12
5318,3281801,31,30-40,f,1.0,2018-11-20 18:03:29,2019-01-30 18:46:46,6.0,1,128,2018-12-21 00:42:49
5319,3281918,29,20-30,m,2.0,2018-11-20 18:18:40,2018-11-20 21:32:54,3.0,2,115,2018-11-20 21:36:49
5320,3282020,24,20-30,m,1.0,2018-11-20 18:32:13,2018-12-28 10:00:04,5.0,4,128,2018-11-22 10:11:19
5321,3282020,24,20-30,m,1.0,2018-11-20 18:32:13,2018-12-28 10:00:04,5.0,4,31,2018-12-01 10:41:48
5322,3282020,24,20-30,m,1.0,2018-11-20 18:32:13,2018-12-28 10:00:04,5.0,4,131,2018-12-12 16:07:33
5323,3282029,25,20-30,m,1.0,2018-11-20 18:32:13,2019-01-20 12:10:17,4.0,0,131,2019-01-20 12:14:07
5324,3282074,36,30-40,m,2.0,2018-11-20 18:40:14,2018-11-20 21:40:15,3.0,1,58,2018-11-20 21:59:47
5325,3282143,32,30-40,f,2.0,2018-11-20 18:43:02,2018-11-20 21:47:18,3.0,3,124,2018-11-20 22:04:39
5326,3282161,24,20-30,m,1.0,2018-11-20 18:47:28,2019-01-24 09:19:38,4.0,0,99,2018-12-11 13:15:04
5327,3282164,26,20-30,m,2.0,2018-11-20 18:45:18,2018-11-20 21:45:19,3.0,1,107,2018-11-20 22:03:41
5328,3282182,29,20-30,f,2.0,2018-11-20 18:46:12,2018-11-20 21:47:24,4.0,1,116,2018-11-20 22:03:29
5329,3282182,29,20-30,f,2.0,2018-11-20 18:46:12,2018-11-20 21:47:24,4.0,1,58,2018-11-20 22:06:21
5330,3282293,27,20-30,m,2.0,2018-11-20 18:59:36,2018-11-27 19:34:40,4.0,2,53,2018-11-20 22:31:46
5331,3282293,27,20-30,m,2.0,2018-11-20 18:59:36,2018-11-27 19:34:40,4.0,2,114,2018-11-20 22:34:02
5332,3282308,59,50-60,f,1.0,2018-11-20 19:02:19,2018-12-06 07:10:48,4.0,5,31,2018-12-06 07:18:39
5333,3282314,44,40-50,m,2.0,2018-11-20 19:05:35,2018-11-20 22:05:36,4.0,5,58,2018-11-20 22:20:43
5334,3282404,29,20-30,m,1.0,2018-11-20 19:13:56,2018-11-20 22:13:57,4.0,0,99,2018-11-21 21:35:49
5335,3282434,32,30-40,m,2.0,2018-11-20 19:15:48,2018-11-20 22:16:39,3.0,5,125,2018-11-20 22:24:02
5336,3282449,27,20-30,m,2.0,2018-11-20 19:15:25,2018-11-20 22:22:05,4.0,1,125,2018-11-20 22:32:18
5337,3282482,53,50-60,f,2.0,2018-11-20 19:17:29,2018-11-20 22:17:31,4.0,5,53,2018-11-21 12:42:01
5338,3282506,27,20-30,f,1.0,2018-11-20 19:18:23,2018-11-20 22:18:24,4.0,0,128,2018-11-20 22:30:14
5339,3282545,34,30-40,f,2.0,2018-11-20 19:22:42,2019-02-06 11:54:49,3.0,2,53,2019-02-06 12:00:16
5340,3282626,24,20-30,m,1.0,2018-11-20 19:28:54,2018-11-20 22:28:55,5.0,0,99,2018-11-20 22:35:44
5341,3282722,31,30-40,f,2.0,2018-11-20 19:41:46,2018-11-20 22:41:47,3.0,2,125,2018-11-20 23:07:05
5342,3282737,25,20-30,m,1.0,2018-11-20 19:41:10,2019-01-31 13:12:19,5.0,0,128,2018-11-20 22:51:49
5343,3282737,25,20-30,m,1.0,2018-11-20 19:41:10,2019-01-31 13:12:19,5.0,0,131,2019-01-07 13:52:18
5344,3282737,25,20-30,m,1.0,2018-11-20 19:41:10,2019-01-31 13:12:19,5.0,0,131,2019-01-31 13:15:16
5345,3282752,53,50-60,f,1.0,2018-11-20 19:42:16,2018-12-12 18:50:00,3.0,5,128,2018-11-21 19:41:27
5346,3282752,53,50-60,f,1.0,2018-11-20 19:42:16,2018-12-12 18:50:00,3.0,5,131,2018-12-12 18:54:29
5347,3282800,24,20-30,m,1.0,2018-11-20 19:48:21,2018-11-20 22:48:22,5.0,3,128,2018-11-20 23:04:46
5348,3282926,30,30-40,m,2.0,2018-11-20 20:01:11,2018-11-20 23:01:12,5.0,1,124,2018-11-20 23:19:44
5349,3282926,30,30-40,m,2.0,2018-11-20 20:01:11,2018-11-20 23:01:12,5.0,1,53,2018-11-20 23:20:46
5350,3282977,34,30-40,f,2.0,2018-11-20 20:05:03,2018-11-21 00:41:10,3.0,5,116,2018-11-21 00:47:45
5351,3283001,30,30-40,m,2.0,2018-11-20 20:09:23,2018-11-20 23:23:19,4.0,3,58,2018-11-20 23:18:58
5352,3283085,33,30-40,m,2.0,2018-11-20 20:14:35,2018-11-20 23:19:03,3.0,5,73,2018-11-20 23:51:00
5353,3283085,33,30-40,m,2.0,2018-11-20 20:14:35,2018-11-20 23:19:03,3.0,5,53,2018-11-20 23:51:39
5354,3283085,33,30-40,m,2.0,2018-11-20 20:14:35,2018-11-20 23:19:03,3.0,5,107,2018-11-20 23:55:31
5355,3283130,21,20-30,m,2.0,2018-11-20 20:18:44,2018-11-20 23:20:04,3.0,0,107,2018-11-20 23:42:58
5356,3283208,41,40-50,m,2.0,2018-11-20 20:25:39,2018-11-20 23:25:40,5.0,1,58,2018-11-20 23:36:58
5357,3283256,23,20-30,m,1.0,2018-11-20 20:33:15,2018-11-20 23:33:15,4.0,1,128,2018-11-20 23:37:25
5358,3283277,29,20-30,m,2.0,2018-11-20 20:32:23,2018-11-20 23:32:24,3.0,4,115,2018-11-20 23:45:31
5359,3283331,29,20-30,m,2.0,2018-11-20 20:36:25,2018-11-20 23:39:43,4.0,5,125,2018-11-20 23:49:55
5360,3283406,38,30-40,m,1.0,2018-11-20 20:44:04,2019-01-06 01:46:24,5.0,1,128,2018-11-21 00:58:22
5361,3283619,25,20-30,m,1.0,2018-11-20 21:10:09,2018-11-28 04:17:14,3.0,4,99,2018-11-21 00:33:09
5362,3283655,30,30-40,m,2.0,2018-11-20 21:14:07,2018-11-22 15:04:49,4.0,2,58,2018-11-22 15:29:13
5363,3283742,26,20-30,m,2.0,2018-11-20 21:32:06,2018-11-21 00:32:07,3.0,5,116,2018-11-21 01:04:46
5364,3283778,25,20-30,f,2.0,2018-11-20 21:36:30,2018-11-21 00:36:31,3.0,4,115,2018-11-21 01:08:00
5365,3283934,24,20-30,m,2.0,2018-11-20 22:09:42,2018-11-21 01:11:55,3.0,2,115,2018-11-21 01:21:48
5366,3283940,27,20-30,f,2.0,2018-11-20 22:10:46,2018-11-21 01:11:41,2.0,4,125,2018-11-21 01:25:39
5367,3283949,27,20-30,m,2.0,2018-11-20 22:14:47,2018-11-21 01:14:48,4.0,3,58,2018-11-21 01:24:49
5368,3283979,37,30-40,f,2.0,2018-11-20 22:18:25,2018-11-22 22:12:19,3.0,1,73,2018-11-21 01:42:09
5369,3283979,37,30-40,f,2.0,2018-11-20 22:18:25,2018-11-22 22:12:19,3.0,1,107,2018-11-21 02:05:01
5370,3284012,37,30-40,m,1.0,2018-11-20 22:26:40,2019-01-18 02:18:36,5.0,5,128,2018-11-21 01:37:22
5371,3284012,37,30-40,m,1.0,2018-11-20 22:26:40,2019-01-18 02:18:36,5.0,5,31,2019-01-16 00:59:12
5372,3284054,27,20-30,m,2.0,2018-11-20 22:39:50,2018-11-21 01:43:20,4.0,5,115,2018-11-21 01:48:42
5373,3284069,30,30-40,m,2.0,2018-11-20 22:42:12,2019-02-02 18:39:30,4.0,3,124,2018-11-21 02:00:49
5374,3284069,30,30-40,m,2.0,2018-11-20 22:42:12,2019-02-02 18:39:30,4.0,3,116,2019-01-31 22:39:02
5375,3284126,36,30-40,m,2.0,2018-11-20 22:56:04,2018-11-21 01:56:59,4.0,5,115,2018-11-21 02:06:21
5376,3284126,36,30-40,m,2.0,2018-11-20 22:56:04,2018-11-21 01:56:59,4.0,5,116,2018-11-21 02:59:14
5377,3284126,36,30-40,m,2.0,2018-11-20 22:56:04,2018-11-21 01:56:59,4.0,5,73,2018-11-21 03:05:42
5378,3284174,37,30-40,m,2.0,2018-11-20 23:10:37,2018-11-21 02:10:38,4.0,5,116,2018-11-21 02:47:17
5379,3284252,74,70-80,f,2.0,2018-11-20 23:26:07,2018-11-21 02:26:08,3.0,5,58,2018-11-21 02:37:09
5380,3284288,26,20-30,m,2.0,2018-11-20 23:34:48,2018-12-04 11:19:52,4.0,0,115,2018-12-04 11:25:26
5381,3284303,32,30-40,m,2.0,2018-11-20 23:41:14,2019-02-05 20:32:43,4.0,5,126,2018-11-21 18:35:49
5382,3284303,32,30-40,m,2.0,2018-11-20 23:41:14,2019-02-05 20:32:43,4.0,5,126,2019-01-31 21:34:34
5383,3284360,31,30-40,f,2.0,2018-11-21 00:06:20,2018-11-21 03:07:10,4.0,3,125,2018-11-21 03:23:13
5384,3284369,26,20-30,m,2.0,2018-11-21 00:18:42,2019-01-12 15:09:21,4.0,4,125,2018-11-21 03:30:11
5385,3284369,26,20-30,m,2.0,2018-11-21 00:18:42,2019-01-12 15:09:21,4.0,4,58,2018-11-21 03:28:24
5386,3284381,34,30-40,m,2.0,2018-11-21 00:24:10,2018-11-21 03:26:27,4.0,2,116,2018-11-21 03:48:08
5387,3284393,25,20-30,m,2.0,2018-11-21 00:29:49,2018-11-21 03:29:50,3.0,0,107,2018-11-21 16:24:39
5388,3284417,29,20-30,m,2.0,2018-11-21 00:33:35,2018-11-21 03:34:27,3.0,1,125,2018-11-21 03:47:56
5389,3284426,27,20-30,m,2.0,2018-11-21 00:37:42,2018-11-21 03:37:43,3.0,1,58,2018-11-21 03:53:25
5390,3284438,35,30-40,m,2.0,2018-11-21 00:49:15,2018-11-21 03:49:16,3.0,0,58,2018-11-21 04:12:47
5391,3284438,35,30-40,m,2.0,2018-11-21 00:49:15,2018-11-21 03:49:16,3.0,0,100,2018-11-21 04:24:59
5392,3284486,40,40-50,m,2.0,2018-11-21 01:07:49,2018-11-21 04:10:20,3.0,1,58,2018-11-21 04:23:52
5393,3284507,23,20-30,f,2.0,2018-11-21 01:29:38,2018-11-21 04:30:46,3.0,0,115,2018-11-21 04:45:31
5394,3284585,28,20-30,m,2.0,2018-11-21 02:16:00,2018-11-22 15:07:11,3.0,2,125,2018-11-22 15:11:45
5395,3284624,26,20-30,m,2.0,2018-11-21 02:52:38,2018-11-21 05:52:39,3.0,1,115,2018-11-21 06:22:52
5396,3284633,29,20-30,m,1.0,2018-11-21 02:59:25,2018-12-06 13:31:16,5.0,1,128,2018-11-21 06:10:06
5397,3284708,23,20-30,m,1.0,2018-11-21 03:37:16,2019-01-06 10:56:56,4.0,1,128,2018-11-21 09:39:22
5398,3284771,29,20-30,m,2.0,2018-11-21 03:57:24,2019-01-11 17:03:04,5.0,2,58,2018-11-21 07:19:36
5399,3284786,26,20-30,m,2.0,2018-11-21 04:04:44,2018-11-28 15:34:24,3.0,4,125,2018-11-21 08:40:49
5400,3284786,26,20-30,m,2.0,2018-11-21 04:04:44,2018-11-28 15:34:24,3.0,4,58,2018-11-28 15:39:28
5401,3284834,35,30-40,f,2.0,2018-11-21 04:21:41,2018-11-21 08:16:17,3.0,0,58,2018-11-21 08:20:33
5402,3284870,29,20-30,m,2.0,2018-11-21 04:32:56,2018-11-21 08:04:05,3.0,1,125,2018-11-21 08:02:09
5403,3284948,45,40-50,f,1.0,2018-11-21 04:49:18,2019-01-11 19:04:29,3.0,5,99,2018-11-21 08:02:40
5404,3285032,25,20-30,m,1.0,2018-11-21 05:10:13,2019-02-06 21:25:25,4.0,4,131,2019-01-09 08:00:03
5405,3285122,24,20-30,m,1.0,2018-11-21 05:27:35,2018-11-21 14:47:07,4.0,0,99,2018-11-21 14:56:33
5406,3285122,24,20-30,m,1.0,2018-11-21 05:27:35,2018-11-21 14:47:07,4.0,0,128,2018-11-21 14:59:46
5407,3285140,29,20-30,m,1.0,2018-11-21 05:25:45,2018-12-12 12:43:18,5.0,3,128,2018-11-21 08:32:33
5408,3285206,31,30-40,m,2.0,2018-11-21 05:44:27,2018-11-21 08:46:49,2.0,2,125,2018-11-21 08:55:15
5409,3285230,41,40-50,f,1.0,2018-11-21 05:47:24,2019-01-03 12:16:13,5.0,5,99,2018-11-21 09:31:13
5410,3285230,41,40-50,f,1.0,2018-11-21 05:47:24,2019-01-03 12:16:13,5.0,5,31,2018-12-06 13:42:03
5411,3285230,41,40-50,f,1.0,2018-11-21 05:47:24,2019-01-03 12:16:13,5.0,5,128,2018-12-06 13:46:58
5412,3285230,41,40-50,f,1.0,2018-11-21 05:47:24,2019-01-03 12:16:13,5.0,5,31,2018-12-11 14:17:12
5413,3285230,41,40-50,f,1.0,2018-11-21 05:47:24,2019-01-03 12:16:13,5.0,5,131,2018-12-11 14:19:50
5414,3285317,35,30-40,m,1.0,2018-11-21 06:04:08,2018-11-21 09:04:09,6.0,1,128,2018-11-21 09:19:38
5415,3285425,43,40-50,m,1.0,2018-11-21 06:17:09,2018-11-21 09:17:09,4.0,5,128,2018-11-21 16:28:22
5416,3285449,47,40-50,m,1.0,2018-11-21 06:20:14,2019-01-18 12:06:34,5.0,5,131,2019-01-18 12:09:46
5417,3285599,27,20-30,m,2.0,2018-11-21 06:42:52,2018-11-21 09:42:53,4.0,1,58,2018-11-21 09:51:13
5418,3285623,31,30-40,m,1.0,2018-11-21 06:52:01,2019-01-30 01:03:41,2.0,1,128,2018-11-21 11:44:43
5419,3285623,31,30-40,m,1.0,2018-11-21 06:52:01,2019-01-30 01:03:41,2.0,1,131,2019-01-30 01:05:03
5420,3285866,21,20-30,m,2.0,2018-11-21 07:15:42,2018-11-25 17:12:00,5.0,1,126,2018-11-21 12:32:40
5421,3285932,26,20-30,m,2.0,2018-11-21 07:21:43,2018-11-21 10:21:43,6.0,2,58,2018-11-21 10:28:21
5422,3286043,32,30-40,m,2.0,2018-11-21 07:29:46,2018-12-12 18:45:20,4.0,0,125,2018-12-12 18:49:06
5423,3286112,24,20-30,f,1.0,2018-11-21 07:38:25,2018-11-21 10:38:26,4.0,0,128,2018-11-21 10:42:07
5424,3286244,30,30-40,m,2.0,2018-11-21 07:53:14,2019-02-01 00:33:09,4.0,3,114,2018-11-21 14:54:58
5425,3286244,30,30-40,m,2.0,2018-11-21 07:53:14,2019-02-01 00:33:09,4.0,3,114,2019-01-31 13:25:43
5426,3286265,26,20-30,f,2.0,2018-11-21 07:56:47,2018-12-29 17:50:42,4.0,1,125,2018-12-06 23:41:07
5427,3286325,29,20-30,m,2.0,2018-11-21 08:04:26,2018-11-21 11:30:20,6.0,2,100,2018-11-21 11:48:16
5428,3286325,29,20-30,m,2.0,2018-11-21 08:04:26,2018-11-21 11:30:20,6.0,2,126,2018-11-21 11:51:48
5429,3286325,29,20-30,m,2.0,2018-11-21 08:04:26,2018-11-21 11:30:20,6.0,2,114,2018-11-21 12:07:50
5430,3286436,27,20-30,m,2.0,2018-11-21 08:13:24,2018-11-21 11:13:25,3.0,2,125,2018-11-21 12:14:01
5431,3286466,26,20-30,m,2.0,2018-11-21 08:16:06,2019-01-31 10:35:05,3.0,5,58,2019-01-31 09:45:19
5432,3286466,26,20-30,m,2.0,2018-11-21 08:16:06,2019-01-31 10:35:05,3.0,5,107,2019-01-31 10:42:08
5433,3286580,31,30-40,m,2.0,2018-11-21 08:22:32,2018-12-07 02:05:53,3.0,2,114,2018-12-07 02:08:58
5434,3286616,29,20-30,m,2.0,2018-11-21 08:25:55,2018-11-21 11:25:56,4.0,1,115,2018-11-21 11:37:41
5435,3286643,34,30-40,m,2.0,2018-11-21 08:29:24,2018-11-23 10:30:12,3.0,5,116,2018-11-21 12:37:38
5436,3286655,48,40-50,m,2.0,2018-11-21 08:32:54,2018-11-21 11:32:55,4.0,5,126,2018-11-21 11:51:51
5437,3286664,37,30-40,m,2.0,2018-11-21 08:34:15,2018-11-21 11:47:50,4.0,3,58,2018-11-21 12:09:35
5438,3286682,24,20-30,m,2.0,2018-11-21 08:33:01,2019-01-05 19:45:00,3.0,3,58,2019-01-05 19:49:00
5439,3286889,27,20-30,m,1.0,2018-11-21 08:53:39,2019-01-24 18:50:26,5.0,2,128,2018-11-21 12:19:03
5440,3286901,25,20-30,m,2.0,2018-11-21 08:54:21,2018-11-21 11:54:22,3.0,3,125,2018-11-21 12:03:29
5441,3287015,42,40-50,m,1.0,2018-11-21 09:04:24,2018-11-21 12:04:25,4.0,1,128,2018-11-21 12:15:01
5442,3287033,29,20-30,m,2.0,2018-11-21 09:03:31,2018-11-21 12:07:07,3.0,5,58,2018-11-21 12:20:26
5443,3287048,26,20-30,m,2.0,2018-11-21 09:07:05,2018-11-21 12:08:44,3.0,4,58,2018-11-21 22:27:28
5444,3287090,32,30-40,m,2.0,2018-11-21 09:07:53,2019-01-02 15:52:45,3.0,0,58,2018-11-21 12:31:53
